postcode,ra_code,ra_name
6521,52,Outer Regional Australia
6522,52,Outer Regional Australia
6525,52,Outer Regional Australia
6528,52,Outer Regional Australia
6530,52,Outer Regional Australia
6532,52,Outer Regional Australia
6535,52,Outer Regional Australia
6536,53,Remote Australia
6537,54,Very Remote Australia
6556,51,Inner Regional Australia
6558,51,Inner Regional Australia
6560,51,Inner Regional Australia
6562,51,Inner Regional Australia
6564,51,Inner Regional Australia
6566,51,Inner Regional Australia
6567,51,Inner Regional Australia
6568,52,Outer Regional Australia
6569,52,Outer Regional Australia
6571,52,Outer Regional Australia
6572,52,Outer Regional Australia
6574,52,Outer Regional Australia
6575,52,Outer Regional Australia
6603,52,Outer Regional Australia
6605,53,Remote Australia
6606,53,Remote Australia
6608,53,Remote Australia
6609,53,Remote Australia
6612,53,Remote Australia
6613,53,Remote Australia
6614,53,Remote Australia
6616,53,Remote Australia
6620,53,Remote Australia
6623,53,Remote Australia
6625,53,Remote Australia
6627,53,Remote Australia
6628,53,Remote Australia
6630,53,Remote Australia
6631,53,Remote Australia
6632,53,Remote Australia
6635,54,Very Remote Australia
6638,54,Very Remote Australia
6639,54,Very Remote Australia
6640,54,Very Remote Australia
6642,54,Very Remote Australia
6646,54,Very Remote Australia
6701,54,Very Remote Australia
6705,54,Very Remote Australia
6707,54,Very Remote Australia
6710,54,Very Remote Australia
6711,54,Very Remote Australia
6712,54,Very Remote Australia
6713,53,Remote Australia
6714,53,Remote Australia
6716,54,Very Remote Australia
6718,53,Remote Australia
6720,53,Remote Australia
6721,53,Remote Australia
6722,53,Remote Australia
6725,53,Remote Australia
6726,53,Remote Australia
6728,54,Very Remote Australia
6731,54,Very Remote Australia
6733,54,Very Remote Australia
6740,54,Very Remote Australia
6743,54,Very Remote Australia
6751,54,Very Remote Australia
6753,54,Very Remote Australia
6754,54,Very Remote Australia
6758,54,Very Remote Australia
6760,54,Very Remote Australia
6762,54,Very Remote Australia
6765,54,Very Remote Australia
6770,54,Very Remote Australia
6798,94,Very Remote Australia
6799,94,Very Remote Australia
7000,61,Inner Regional Australia
7001,63,Remote Australia
7004,61,Inner Regional Australia
7005,61,Inner Regional Australia
7007,61,Inner Regional Australia
7008,61,Inner Regional Australia
7009,61,Inner Regional Australia
7010,61,Inner Regional Australia
7011,61,Inner Regional Australia
7012,61,Inner Regional Australia
7015,61,Inner Regional Australia
7016,61,Inner Regional Australia
7017,61,Inner Regional Australia
7018,61,Inner Regional Australia
7019,61,Inner Regional Australia
7020,61,Inner Regional Australia
7021,61,Inner Regional Australia
7022,62,Outer Regional Australia
7023,62,Outer Regional Australia
7024,61,Inner Regional Australia
7025,61,Inner Regional Australia
7026,62,Outer Regional Australia
7027,62,Outer Regional Australia
7030,61,Inner Regional Australia
7050,61,Inner Regional Australia
7052,61,Inner Regional Australia
7053,61,Inner Regional Australia
7054,61,Inner Regional Australia
7055,61,Inner Regional Australia
7109,62,Outer Regional Australia
7112,62,Outer Regional Australia
7113,62,Outer Regional Australia
7116,62,Outer Regional Australia
7117,62,Outer Regional Australia
7119,62,Outer Regional Australia
7120,62,Outer Regional Australia
7139,63,Remote Australia
7140,61,Inner Regional Australia
7150,61,Inner Regional Australia
7155,62,Outer Regional Australia
7162,62,Outer Regional Australia
7163,62,Outer Regional Australia
7170,61,Inner Regional Australia
7171,61,Inner Regional Australia
7172,61,Inner Regional Australia
7173,61,Inner Regional Australia
7174,62,Outer Regional Australia
7175,62,Outer Regional Australia
7176,62,Outer Regional Australia
7177,62,Outer Regional Australia
7178,62,Outer Regional Australia
7179,62,Outer Regional Australia
7180,62,Outer Regional Australia
7182,62,Outer Regional Australia
7183,62,Outer Regional Australia
7184,62,Outer Regional Australia
7185,62,Outer Regional Australia
7186,62,Outer Regional Australia
7187,62,Outer Regional Australia
7190,62,Outer Regional Australia
7209,62,Outer Regional Australia
7210,62,Outer Regional Australia
7211,62,Outer Regional Australia
7212,61,Inner Regional Australia
7213,62,Outer Regional Australia
7214,62,Outer Regional Australia
7215,62,Outer Regional Australia
7216,62,Outer Regional Australia
7248,61,Inner Regional Australia
7249,61,Inner Regional Australia
7250,61,Inner Regional Australia
7252,62,Outer Regional Australia
7253,62,Outer Regional Australia
7254,62,Outer Regional Australia
7255,64,Very Remote Australia
7256,64,Very Remote Australia
7257,64,Very Remote Australia
7258,61,Inner Regional Australia
7259,62,Outer Regional Australia
7260,62,Outer Regional Australia
7261,62,Outer Regional Australia
7262,62,Outer Regional Australia
7263,62,Outer Regional Australia
7264,62,Outer Regional Australia
7265,62,Outer Regional Australia
7267,62,Outer Regional Australia
7268,62,Outer Regional Australia
7270,62,Outer Regional Australia
7275,62,Outer Regional Australia
7276,62,Outer Regional Australia
7277,61,Inner Regional Australia
7290,61,Inner Regional Australia
7291,61,Inner Regional Australia
7292,62,Outer Regional Australia
7300,61,Inner Regional Australia
7301,61,Inner Regional Australia
7302,62,Outer Regional Australia
7303,62,Outer Regional Australia
7304,62,Outer Regional Australia
7305,62,Outer Regional Australia
7306,62,Outer Regional Australia
7307,62,Outer Regional Australia
7310,61,Inner Regional Australia
7315,62,Outer Regional Australia
7316,62,Outer Regional Australia
7320,62,Outer Regional Australia
7321,62,Outer Regional Australia
7322,62,Outer Regional Australia
7325,62,Outer Regional Australia
7330,62,Outer Regional Australia
7331,62,Outer Regional Australia
7466,63,Remote Australia
7467,63,Remote Australia
7468,63,Remote Australia
7469,63,Remote Australia
7470,63,Remote Australia
8005,20,Major Cities of Australia
